"parent","node","branch.length","label.x","date","geo_loc_name_country","label.y","isTip","x","y","branch","angle"
128,38,4.84046,"ERR12065641","3380.015874","Portugal",NA,TRUE,110.12527,73,107.70504,302.068965517241
129,39,0.00337,"ERR5412407","3383.736903","UK",NA,TRUE,113.84629,74,113.844605,306.206896551724
129,40,0.00337,"ERR5412113","3383.736903","UK",NA,TRUE,113.84629,75,113.844605,310.344827586207
131,41,29.4155,"SRR27279531","3355.413646","Czech Republic",NA,TRUE,85.52301,76,70.81526,314.48275862069
132,42,11.1739,"ERR374005","3348.404031","USA",NA,TRUE,78.51341,77,72.92646,318.620689655172
132,43,10.3586,"DRR317502","3347.588716","Taiwan",NA,TRUE,77.69811,78,72.51881,322.758620689655
134,44,11.1061,"ERR5412993","3359.075104","UK",NA,TRUE,89.18446,79,83.63141,326.896551724138
134,45,10.7602,"SRR30795442","3358.72921","USA",NA,TRUE,88.83856,80,83.45846,331.034482758621
136,46,3.99756,"ERR4020094","3363.615147","Ireland",NA,TRUE,93.72455,81,91.72577,335.172413793103
137,47,0.00337,"ERR363321","3359.624337","Ireland",NA,TRUE,89.73373,82,89.732045,339.310344827586
137,48,0.00337,"ERR330835","3359.624337","Ireland",NA,TRUE,89.73373,83,89.732045,343.448275862069
139,49,0.00337,"SRR6388686","3368.977064","UK",NA,TRUE,99.08645,84,99.084765,347.586206896552
139,50,0.00337,"SRR6388766","3368.977064","UK",NA,TRUE,99.08645,85,99.084765,351.724137931035
140,51,0.00337,"SRR6388762","3368.967853","UK",NA,TRUE,99.07724,86,99.075555,355.862068965517
140,52,0.00337,"SRR6388677","3368.967853","UK",NA,TRUE,99.07724,87,99.075555,360
142,53,1.19402,"SRR7800707","3374.342015","USA",NA,TRUE,104.4514,53,103.85439,219.310344827586
142,54,0.00337,"SRR7800493","3373.151368","USA",NA,TRUE,103.26075,54,103.259065,223.448275862069
144,55,0.00337,"SRR7800635","3378.048091","USA",NA,TRUE,108.15747,55,108.155785,227.586206896552
144,56,0.00337,"SRR7800524","3378.048091","USA",NA,TRUE,108.15747,56,108.155785,231.724137931035
145,57,1.16301,"SRR12051827","3380.365675","USA",NA,TRUE,110.47506,57,109.893555,235.862068965517
147,58,0.00337,"SRR12051838","3379.212782","USA",NA,TRUE,109.32216,58,109.320475,240
149,59,0.00337,"SRR7800634","3379.219528","USA",NA,TRUE,109.3289,60,109.327215,248.275862068966
149,60,0.00337,"SRR12051521","3379.219528","USA",NA,TRUE,109.3289,61,109.327215,252.413793103448
148,61,0.00337,"SRR7800638","3379.216155","USA",NA,TRUE,109.32553,59,109.323845,244.137931034483
153,62,0.00337,"SRR7800636","3379.222901","USA",NA,TRUE,109.33227,65,109.330585,268.965517241379
153,63,0.00337,"SRR7800643","3379.222901","USA",NA,TRUE,109.33227,66,109.330585,273.103448275862
154,64,1.16375,"SRR7800488","3380.383274","USA",NA,TRUE,110.49265,67,109.910775,277.241379310345
154,65,0.00337,"SRR7800490","3379.222901","USA",NA,TRUE,109.33227,68,109.330585,281.379310344828
155,66,0.00337,"SRR7800637","3379.219528","USA",NA,TRUE,109.3289,63,109.327215,260.689655172414
155,67,1.16387,"SRR7800491","3380.380029","USA",NA,TRUE,110.4894,64,109.907465,264.827586206897
150,68,0.00337,"SRR7800680","3379.212782","USA",NA,TRUE,109.32216,62,109.320475,256.551724137931
158,69,11.6594,"SRR30894602","3334.576512","Bangladesh",NA,TRUE,64.68584,2,58.85614,8.27586206896552
158,70,22.1082,"ERR5412531","3345.025246","UK",NA,TRUE,75.13464,3,64.08054,12.4137931034483
157,71,16.8043,"ERR5413016","3332.318472","UK",NA,TRUE,62.4278,1,54.02565,4.13793103448276
163,72,2.54195,"SRR26728025","3341.76463","Canada",NA,TRUE,71.87393,15,70.602955,62.0689655172414
163,73,1.25594,"SRR18969500","3340.478618","China",NA,TRUE,70.58792,16,69.95995,66.2068965517241
165,74,0.00337,"ERR5412500","3346.750597","UK",NA,TRUE,76.85989,18,76.858205,74.4827586206897
165,75,0.00337,"ERR5412141","3346.750597","UK",NA,TRUE,76.85989,19,76.858205,78.6206896551724
164,76,11.4215,"SRR26727955","3349.395559","Canada",NA,TRUE,79.50481,17,73.79406,70.3448275862069
167,77,8.85317,"SRR12574868","3364.513397","USA",NA,TRUE,94.62271,11,90.196125,45.5172413793103
167,78,0.00337,"ERR4020113","3355.663605","Ireland",NA,TRUE,85.77291,12,85.771225,49.6551724137931
168,79,0.00337,"ERR5412118","3351.251967","UK",NA,TRUE,81.36131,13,81.359625,53.7931034482759
168,80,0.00337,"SRR6046455","3351.251967","UK",NA,TRUE,81.36131,14,81.359625,57.9310344827586
169,81,6.26939,"ERR5413833","3347.157758","UK",NA,TRUE,77.26707,9,74.132375,37.2413793103448
169,82,5.84597,"ERR1081297","3346.734337","UK",NA,TRUE,76.84365,10,73.920665,41.3793103448276
171,83,0.00337,"ERR5412127","3352.113573","UK",NA,TRUE,82.22287,4,82.221185,16.551724137931
171,84,0.00337,"ERR5412039","3352.113573","UK",NA,TRUE,82.22287,5,82.221185,20.6896551724138
172,85,7.57514,"ERR494941","3334.986195","UK",NA,TRUE,65.09549,6,61.30792,24.8275862068966
173,86,0.00337,"SRR18969526","3340.030188","China",NA,TRUE,70.13952,7,70.137835,28.9655172413793
173,87,0.00337,"SRR18969502","3340.030188","China",NA,TRUE,70.13952,8,70.137835,33.1034482758621
88,88,0,NA,"3269.890625","UK","Node_117",FALSE,0,23.9708366394043,0,99.1896688527074
88,89,9.73921,NA,"3279.62984","UK","Node_97",FALSE,9.73921,42.6526107788086,4.869605,176.493561843346
89,90,125.786,NA,"3405.416324","China","Node_57",FALSE,135.52521,21.1645965576172,72.63221,87.5776409280711
90,91,0.00337,NA,"3405.419697","China","Node_56",FALSE,135.52858,22.3291931152344,135.526895,92.3966611664871
91,92,0.00337,NA,"3405.42307","China","Node_55",FALSE,135.53195,23.6583862304688,135.530265,97.8967706088362
92,93,0.00337,NA,"3405.426443","China","Node_54",FALSE,135.53532,25.3167724609375,135.533635,104.759058459052
93,94,0.00337,NA,"3405.429816","China","Node_53",FALSE,135.53869,27.633544921875,135.537005,114.345703125
94,95,0.00337,NA,"3405.433189","China","Node_51",FALSE,135.54206,30.76708984375,135.540375,127.312095905172
95,96,0.00337,NA,"3405.436562","China","Node_46",FALSE,135.54543,34.5966796875,135.543745,143.158674568966
96,97,0.00337,NA,"3405.439935","China","Node_45",FALSE,135.5488,38.193359375,135.547115,158.041487068966
97,98,0.00337,NA,"3405.443308","China","Node_32",FALSE,135.55217,34.875,135.550485,144.310344827586
98,99,0.00337,NA,"3405.446681","China","Node_28",FALSE,135.55554,32.875,135.553855,136.034482758621
99,100,0.00337,NA,"3405.450054","China","Node_27",FALSE,135.55891,33.75,135.557225,139.655172413793
100,101,0.00337,NA,"3405.453427","China","Node_26",FALSE,135.56228,34.5,135.560595,142.758620689655
98,102,0.00337,NA,"3405.446681","China","Node_31",FALSE,135.55554,36.875,135.553855,152.586206896552
102,103,0.00337,NA,"3405.450054","China","Node_30",FALSE,135.55891,37.75,135.557225,156.206896551724
103,104,0.00337,NA,"3405.453427","China","Node_29",FALSE,135.56228,38.5,135.560595,159.310344827586
97,105,0.00337,NA,"3405.443308","China","Node_44",FALSE,135.55217,41.51171875,135.550485,171.772629310345
105,106,0.00337,NA,"3405.446681","China","Node_43",FALSE,135.55554,43.0234375,135.553855,178.028017241379
106,107,0.00337,NA,"3405.450054","China","Node_42",FALSE,135.55891,45.046875,135.557225,186.400862068966
107,108,0.00337,NA,"3405.453427","China","Node_39",FALSE,135.56228,47.34375,135.560595,195.905172413793
108,109,0.00337,NA,"3405.4568","China","Node_34",FALSE,135.56565,45.75,135.563965,189.310344827586
109,110,0.00337,NA,"3405.460173","China","Node_33",FALSE,135.56902,46.5,135.567335,192.413793103448
108,111,0.00337,NA,"3405.4568","China","Node_38",FALSE,135.56565,48.9375,135.563965,202.5
111,112,0.00337,NA,"3405.460173","China","Node_37",FALSE,135.56902,49.875,135.567335,206.379310344828
112,113,0.00337,NA,"3405.463546","China","Node_36",FALSE,135.57239,50.75,135.570705,210
113,114,0.00337,NA,"3405.466919","China","Node_35",FALSE,135.57576,51.5,135.574075,213.103448275862
107,115,0.00337,NA,"3405.453427","China","Node_41",FALSE,135.56228,42.75,135.560595,176.896551724138
115,116,0.00337,NA,"3405.4568","China","Node_40",FALSE,135.56565,43.5,135.563965,180
95,117,1.36761,NA,"3406.800798","China","Node_50",FALSE,136.90967,26.9375,136.225865,111.465517241379
117,118,0.00337,NA,"3406.804171","China","Node_49",FALSE,136.91304,27.875,136.911355,115.344827586207
118,119,0.00337,NA,"3406.807544","China","Node_48",FALSE,136.91641,28.75,136.914725,118.965517241379
119,120,0.00337,NA,"3406.810917","China","Node_47",FALSE,136.91978,29.5,136.918095,122.068965517241
94,121,0.00337,NA,"3405.433189","China","Node_52",FALSE,135.54206,24.5,135.540375,101.379310344828
89,122,9.8951,NA,"3289.524942","UK","Node_96",FALSE,19.63431,64.140625,14.68676,265.409482758621
122,123,24.4883,NA,"3314.01321","UK","Node_80",FALSE,44.12261,72.8828125,31.87846,301.584051724138
123,124,24.9619,NA,"3338.975063","UK","Node_60",FALSE,69.08451,69.75,56.60356,288.620689655172
124,125,14.8269,NA,"3353.801918","UK","Node_58",FALSE,83.91141,70.5,76.49796,291.724137931034
123,126,5.92435,NA,"3319.93756","UK","Node_79",FALSE,50.04696,76.015625,47.084785,314.547413793103
126,127,5.82915,NA,"3325.766712","UK","Node_63",FALSE,55.87611,72.875,52.961535,301.551724137931
127,128,49.4087,NA,"3375.175419","UK","Node_62",FALSE,105.28481,73.75,80.58046,305.172413793103
128,129,8.55811,NA,"3383.73353","UK","Node_61",FALSE,113.84292,74.5,109.563865,308.275862068966
126,130,1.9609,NA,"3321.89846","UK","Node_78",FALSE,52.00786,79.15625,51.02741,327.543103448276
130,131,4.09965,NA,"3325.998113","UK","Node_65",FALSE,56.10751,76.75,54.057685,317.586206896552
131,132,11.232,NA,"3337.230157","UK","Node_64",FALSE,67.33951,77.5,61.72351,320.689655172414
130,133,24.3121,NA,"3346.210604","UK","Node_76",FALSE,76.31996,81.5625,64.16391,337.5
133,134,1.7584,NA,"3347.969","UK","Node_67",FALSE,78.07836,79.5,77.19916,328.965517241379
133,135,12.0683,NA,"3358.278865","Ireland","Node_75",FALSE,88.38826,83.625,82.35411,346.034482758621
135,136,1.33873,NA,"3359.617591","Ireland","Node_69",FALSE,89.72699,81.75,89.057625,338.275862068966
136,137,0.00337,NA,"3359.620964","Ireland","Node_68",FALSE,89.73036,82.5,89.728675,341.379310344828
135,138,8.02323,NA,"3366.302097","UK","Node_74",FALSE,96.41149,85.5,92.399875,353.793103448276
138,139,2.67159,NA,"3368.973691","UK","Node_72",FALSE,99.08308,84.5,97.747285,349.655172413793
138,140,2.66238,NA,"3368.96448","UK","Node_73",FALSE,99.07387,86.5,97.74268,357.931034482759
122,141,82.5807,NA,"3372.105623","USA","Node_95",FALSE,102.21501,55.3984375,60.92466,229.234913793103
141,142,1.04237,NA,"3373.147995","USA","Node_81",FALSE,103.25738,53.5,102.736195,221.379310344828
141,143,5.93572,NA,"3378.041345","USA","Node_94",FALSE,108.15073,57.296875,105.18287,237.090517241379
143,144,0.00337,NA,"3378.044718","USA","Node_82",FALSE,108.1541,55.5,108.152415,229.655172413793
143,145,1.16132,NA,"3379.202663","USA","Node_93",FALSE,109.31205,59.09375,108.73139,244.525862068966
145,146,0.00337,NA,"3379.206036","USA","Node_92",FALSE,109.31542,61.1875,109.313735,253.189655172414
146,147,0.00337,NA,"3379.209409","USA","Node_85",FALSE,109.31879,58.875,109.317105,243.620689655172
147,148,0.00337,NA,"3379.212782","USA","Node_84",FALSE,109.32216,59.75,109.320475,247.241379310345
148,149,0.00337,NA,"3379.216155","USA","Node_83",FALSE,109.32553,60.5,109.323845,250.344827586207
146,150,0.00337,NA,"3379.209409","USA","Node_91",FALSE,109.31879,63.5,109.317105,262.758620689655
150,151,0.00337,NA,"3379.212782","USA","Node_90",FALSE,109.32216,65,109.320475,268.965517241379
151,152,0.00337,NA,"3379.216155","USA","Node_88",FALSE,109.32553,66.5,109.323845,275.172413793103
152,153,0.00337,NA,"3379.219528","USA","Node_86",FALSE,109.3289,65.5,109.327215,271.034482758621
152,154,0.00337,NA,"3379.219528","USA","Node_87",FALSE,109.3289,67.5,109.327215,279.310344827586
151,155,0.00337,NA,"3379.216155","USA","Node_89",FALSE,109.32553,63.5,109.323845,262.758620689655
88,156,25.509,NA,"3295.399639","UK","Node_116",FALSE,25.509,5.2890625,12.7545,21.885775862069
156,157,20.1145,NA,"3315.514149","UK","Node_99",FALSE,45.6235,1.75,35.56625,7.24137931034483
157,158,7.40294,NA,"3322.917092","UK","Node_98",FALSE,53.02644,2.5,49.32497,10.3448275862069
156,159,21.7027,NA,"3317.10236","UK","Node_115",FALSE,47.2117,8.828125,36.36035,36.5301724137931
159,160,20.8615,NA,"3337.963894","Canada","Node_109",FALSE,68.0732,12.03125,57.64245,49.7844827586207
160,161,0.00337,NA,"3337.967267","Canada","Node_107",FALSE,68.07657,14.5625,68.074885,60.2586206896552
161,162,0.00337,NA,"3337.97064","Canada","Node_103",FALSE,68.07994,16.625,68.078255,68.7931034482759
162,163,1.25204,NA,"3339.22268","Canada","Node_100",FALSE,69.33198,15.5,68.70596,64.1379310344828
162,164,0.00337,NA,"3337.974013","Canada","Node_102",FALSE,68.08331,17.75,68.081625,73.448275862069
164,165,8.77321,NA,"3346.747224","UK","Node_101",FALSE,76.85652,18.5,72.469915,76.551724137931
161,166,0.00337,NA,"3337.97064","Canada","Node_106",FALSE,68.07994,12.5,68.078255,51.7241379310345
166,167,17.6896,NA,"3355.660232","Ireland","Node_104",FALSE,85.76954,11.5,76.92474,47.5862068965517
166,168,13.278,NA,"3351.248594","UK","Node_105",FALSE,81.35794,13.5,74.71894,55.8620689655172
160,169,2.92448,NA,"3340.88837","UK","Node_108",FALSE,70.99768,9.5,69.53544,39.3103448275862
159,170,10.3019,NA,"3327.404307","UK","Node_114",FALSE,57.5136,5.625,52.36265,23.2758620689655
170,171,24.7059,NA,"3352.1102","UK","Node_110",FALSE,82.2195,4.5,69.86655,18.6206896551724
170,172,0.00675,NA,"3327.411053","UK","Node_112",FALSE,57.52035,6.75,57.516975,27.9310344827586
172,173,12.6158,NA,"3340.026815","China","Node_111",FALSE,70.13615,7.5,63.82825,31.0344827586207
